CustomerKey,FirstName,LastName,BirthDate,MaritalStatus,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,EnglishEducation,EnglishOccupation,HouseOwnerFlag,NumberCarsOwned
22878,Angelica,Ross,1961-07-11,M,F,60000,1,0,Partial College,Skilled Manual,1,1
22879,Jocelyn,Russell,1961-11-20,M,F,60000,1,0,Partial College,Skilled Manual,1,1
22880,Ashley,Harris,1960-07-01,M,F,40000,4,2,High School,Skilled Manual,1,2
22881,Wyatt,Martinez,1960-10-19,M,M,40000,4,2,High School,Skilled Manual,1,2
22882,Charles,Jones,1967-03-05,S,M,50000,0,0,Partial College,Skilled Manual,0,1
22883,Xavier,Morgan,1967-05-14,S,M,50000,0,0,Partial College,Skilled Manual,0,1
22884,Danielle,Richardson,1967-11-23,S,F,50000,0,0,Partial College,Skilled Manual,0,1
22885,Caleb,Henderson,1967-02-28,S,M,60000,0,0,Graduate Degree,Professional,1,1
22886,Andrea,King,1967-09-08,S,F,60000,0,0,Graduate Degree,Professional,1,1
22887,Mason,Richardson,1960-03-04,M,M,60000,1,0,Partial College,Skilled Manual,1,1
22888,Abigail,Long,1960-03-04,M,F,60000,1,0,Partial College,Skilled Manual,1,1
22889,Julia,Long,1959-05-26,M,F,60000,1,0,Partial College,Skilled Manual,1,1
22890,Alexis,Hall,1959-09-25,M,F,60000,4,3,Bachelors,Professional,1,0
22891,Andrea,Gonzalez,1959-02-01,M,F,60000,4,3,Bachelors,Professional,1,0
22892,Timothy,Mitchell,1959-04-17,S,M,70000,1,0,Graduate Degree,Professional,0,1
22893,Chloe,Miller,1959-07-17,S,F,70000,2,0,Graduate Degree,Professional,0,1
22894,Danielle,Ramirez,1959-05-02,M,F,70000,5,5,Graduate Degree,Professional,1,3
22895,Eduardo,Perez,1959-11-20,S,M,70000,5,5,Graduate Degree,Professional,1,3
22896,Logan,Miller,1958-03-19,M,M,60000,3,2,Bachelors,Professional,1,1
22897,Arianna,Ramirez,1958-05-27,M,F,60000,1,0,Bachelors,Professional,1,1
22898,Melanie,Washington,1958-03-02,M,F,60000,1,0,Bachelors,Professional,1,1
22899,Charles,Carter,1958-05-21,M,M,60000,1,0,Bachelors,Professional,1,1
22900,Hunter,Li,1958-12-06,S,M,60000,1,0,Bachelors,Professional,1,1
22901,Katherine,Stewart,1958-10-26,S,F,60000,1,0,Bachelors,Professional,0,1
22902,Pedro,Madan,1958-05-25,M,M,70000,5,4,Graduate Degree,Professional,1,1
22903,Hailey,Stewart,1958-06-11,S,F,80000,5,4,Graduate Degree,Professional,1,0
22904,Mitchell,Shen,1969-07-15,S,M,90000,1,0,Graduate Degree,Management,0,0
22905,Joe,Schmidt,1969-07-18,M,M,90000,1,0,Graduate Degree,Management,1,0
22906,Jessie,Moreno,1969-10-25,M,F,90000,1,0,Graduate Degree,Management,0,0
22907,Barry,Sai,1968-02-22,M,M,60000,2,2,Bachelors,Professional,1,1
22908,Eddie,Ortega,1970-03-22,M,M,90000,2,0,Bachelors,Professional,1,0
22909,Tommy,Goel,1968-11-25,S,M,60000,2,2,Bachelors,Professional,0,1
22910,Latoya,Tang,1968-04-17,M,F,60000,2,2,Bachelors,Professional,1,1
22911,Gregory,Raje,1968-10-04,M,M,70000,5,5,Bachelors,Professional,1,3
22912,Mallory,Moreno,1969-12-07,S,F,110000,1,0,Graduate Degree,Management,1,1
22913,Valerie,Lu,1969-12-25,S,F,120000,1,0,Graduate Degree,Management,1,2
22914,Faith,Gray,1967-02-09,S,F,70000,5,5,Bachelors,Professional,1,3
22915,Carly,Shen,1967-02-08,M,F,70000,5,5,Bachelors,Professional,1,4
22916,Raquel,Romero,1967-05-21,M,F,70000,5,5,Bachelors,Professional,1,4
22917,Maurice,She,1966-04-11,S,M,80000,5,5,Graduate Degree,Management,1,3
22918,Calvin,Jai,1966-03-20,S,M,80000,5,5,Graduate Degree,Management,1,3
22919,Stanley,Rana,1966-09-12,M,M,80000,5,5,Bachelors,Professional,1,3
22920,Calvin,Andersen,1965-02-25,M,M,60000,3,3,Bachelors,Professional,1,1
22921,Kelsey,Shen,1968-02-18,S,F,70000,0,0,Bachelors,Professional,1,1
22922,Heidi,Martinez,1968-07-09,S,F,70000,0,0,Bachelors,Professional,0,1
22923,Mason,Lopez,1964-01-26,M,M,60000,3,3,Bachelors,Professional,1,2
22924,Marie,Sanchez,1964-02-01,S,F,60000,4,4,Bachelors,Professional,1,3
22925,Karla,Shen,1964-05-17,M,F,60000,4,4,Bachelors,Professional,1,3
22926,Keith,Yuan,1963-02-08,S,M,60000,3,2,Bachelors,Professional,1,2
22927,Jon,Guo,1963-02-03,S,M,60000,3,2,Bachelors,Professional,0,2
22928,Natalie,Nelson,1963-04-11,S,F,70000,0,0,Bachelors,Professional,0,1
22929,Isabella,Davis,1967-10-28,S,F,90000,2,0,Bachelors,Professional,0,0
22930,Brett,Raman,1967-11-22,M,M,90000,4,4,Bachelors,Professional,1,0
22931,Logan,Johnson,1928-03-02,M,M,100000,5,0,Graduate Degree,Management,0,1
22932,Maurice,Jai,1962-05-11,S,M,70000,1,0,Partial College,Skilled Manual,0,1
22933,Kelli,Chande,1962-09-14,S,F,60000,1,0,Bachelors,Professional,0,1
22934,Tonya,Kumar,1962-11-16,M,F,60000,1,0,Bachelors,Professional,1,1
22935,Tamara,Shen,1961-05-23,S,F,60000,1,0,Partial College,Skilled Manual,0,1
22936,Jill,Diaz,1961-08-01,S,F,60000,1,0,Partial College,Skilled Manual,0,1
22937,Jose,Baker,1961-06-14,S,M,60000,1,0,Bachelors,Professional,0,1
22938,Hector,Blanco,1961-08-01,M,M,60000,1,0,Partial College,Skilled Manual,1,1
22939,Rebekah,Arthur,1961-06-12,S,F,60000,1,0,Partial College,Skilled Manual,1,1
22940,Briana,Ashe,1966-11-17,S,F,100000,0,0,Graduate Degree,Management,0,1
22941,Destiny,Bailey,1966-12-15,S,F,100000,0,0,Bachelors,Professional,0,1
22942,Brittney,She,1960-06-26,M,F,60000,1,0,Partial College,Skilled Manual,1,1
22943,Timothy,Parker,1960-10-07,S,M,60000,1,0,Partial College,Skilled Manual,0,1
22944,Jodi,Lal,1959-04-12,M,F,90000,1,0,Bachelors,Professional,1,1
22945,Linda,Sanz,1959-11-18,M,F,90000,1,0,Bachelors,Professional,0,1
22946,Bryant,Kapoor,1959-05-18,S,M,90000,1,0,Bachelors,Professional,1,1
22947,Danielle,Torres,1933-10-10,S,F,40000,2,0,Bachelors,Professional,0,1
22948,Lucas,Turner,1964-07-04,S,M,70000,0,0,Bachelors,Professional,0,1
22949,Gavin,Butler,1934-03-20,S,M,50000,1,0,Graduate Degree,Management,1,1
22950,Nicole,Cox,1963-11-12,S,F,70000,0,0,Bachelors,Professional,0,1
22951,Chelsea,Mehta,1963-07-05,S,F,70000,0,0,Bachelors,Professional,1,1
22952,Luke,Baker,1963-05-09,M,M,70000,0,0,Bachelors,Professional,0,1
22953,Barbara,Liang,1963-11-15,S,F,70000,0,0,Bachelors,Professional,1,2
22954,Justin,Thompson,1963-03-04,S,M,70000,0,0,Bachelors,Professional,0,2
22955,Leslie,Suarez,1962-06-24,M,F,70000,5,4,Bachelors,Professional,0,2
22956,Randy,Guo,1962-08-24,M,M,70000,5,4,Partial College,Skilled Manual,1,2
22957,Nicole,Davis,1962-04-12,M,F,70000,5,4,Partial College,Skilled Manual,1,2
22958,Brandy,Fernandez,1961-02-01,S,F,60000,1,0,Partial College,Skilled Manual,0,1
22959,Julie,Yuan,1961-03-05,S,F,60000,1,0,Partial College,Skilled Manual,0,1
22960,Douglas,Malhotra,1961-08-10,M,M,70000,5,4,Partial College,Skilled Manual,1,3
22961,Nina,She,1961-07-07,M,F,70000,5,4,Partial College,Skilled Manual,1,3
22962,Casey,Martin,1957-07-06,M,M,70000,1,0,Partial College,Skilled Manual,1,1
22963,Willie,Ye,1957-12-22,M,M,70000,1,0,Partial College,Skilled Manual,1,1
22964,Eric,Hayes,1935-05-01,S,M,30000,2,0,Partial College,Clerical,0,2
22965,Carrie,Gomez,1936-07-02,S,F,30000,2,0,Partial College,Clerical,0,2
22966,Jodi,Chapman,1956-12-02,S,F,80000,2,0,Partial College,Skilled Manual,0,1
22967,Rachel,Smith,1976-11-23,M,F,30000,0,0,High School,Skilled Manual,0,2
22968,Logan,Perez,1975-04-16,S,M,40000,0,0,High School,Skilled Manual,0,1
22969,Taylor,Martin,1975-09-27,S,F,40000,0,0,High School,Skilled Manual,0,2
22970,Mary,Phillips,1976-10-06,S,F,40000,0,0,High School,Skilled Manual,0,2
22971,Morgan,Howard,1980-11-06,S,F,30000,0,0,High School,Skilled Manual,0,2
22972,Bailey,James,1980-02-24,S,F,40000,0,0,High School,Skilled Manual,0,2
22973,Alan,Lin,1946-09-24,S,M,10000,5,0,High School,Skilled Manual,0,2
22974,Erika,Vazquez,1937-05-17,M,F,30000,2,0,Partial College,Clerical,1,2
22975,Courtney,Turner,1978-09-12,S,F,30000,0,0,Partial High School,Clerical,0,2
22976,Eric,Foster,1978-04-09,S,M,40000,0,0,High School,Skilled Manual,0,2
22977,Ian,Patterson,1978-04-21,M,M,40000,0,0,High School,Skilled Manual,0,2
22978,Devon,Jai,1938-10-26,M,M,40000,2,0,Bachelors,Management,1,2
22979,Theodore,Hernandez,1977-07-22,S,M,30000,0,0,Partial High School,Clerical,0,2
22980,Oscar,Washington,1977-02-23,M,M,40000,0,0,High School,Skilled Manual,1,2
22981,Amanda,Flores,1977-05-26,S,F,40000,0,0,High School,Skilled Manual,0,2
22982,Madison,Miller,1976-10-04,M,F,40000,0,0,High School,Skilled Manual,1,2
22983,Maria,Bennett,1979-06-15,S,F,30000,0,0,Partial High School,Clerical,1,2
22984,Cameron,Robinson,1979-10-11,M,M,40000,0,0,High School,Skilled Manual,1,2
22985,Hailey,Phillips,1979-09-06,M,F,40000,0,0,High School,Skilled Manual,0,2
22986,Carly,Jai,1940-07-27,S,F,30000,2,0,Partial College,Clerical,0,2
22987,Jerome,Dominguez,1940-10-19,M,M,40000,2,0,Bachelors,Management,1,2
22988,Patricia,Madan,1940-03-20,M,F,40000,2,0,Bachelors,Management,1,2
22989,Megan,Butler,1976-07-08,M,F,40000,0,0,Partial College,Skilled Manual,1,1
22990,Alyssa,Stewart,1976-12-03,S,F,40000,0,0,Partial College,Skilled Manual,0,1
22991,Morgan,Jenkins,1974-07-25,S,F,50000,0,0,Partial College,Skilled Manual,1,1
22992,Austin,Yang,1973-11-21,S,M,60000,0,0,Partial College,Skilled Manual,0,1
22993,Xavier,Sanchez,1972-02-20,S,M,70000,0,0,Partial College,Skilled Manual,0,2
22994,Chloe,Allen,1972-05-27,M,F,80000,0,0,Bachelors,Management,1,1
22995,Isabella,Bryant,1972-06-01,S,F,80000,0,0,Bachelors,Management,1,1
22996,Jordan,Henderson,1972-12-03,M,M,80000,0,0,Bachelors,Management,1,1
22997,Lucas,Williams,1968-09-22,M,M,80000,0,0,Bachelors,Management,1,1
22998,Lauren,Washington,1968-11-26,M,F,80000,0,0,Bachelors,Management,1,1
22999,Jackson,Hill,1968-10-06,M,M,80000,0,0,Bachelors,Management,1,1
23000,Victoria,Henderson,1967-06-12,M,F,110000,0,1,Graduate Degree,Management,1,1
23001,Julio,Munoz,1967-01-24,S,M,120000,0,1,Bachelors,Management,0,4
23002,Arthur,Hernandez,1968-03-03,S,M,90000,4,4,Partial College,Skilled Manual,0,3
23003,Ashley,Robinson,1968-05-27,S,F,100000,2,0,Bachelors,Management,0,3
23004,Raymond,Fernandez,1968-08-09,M,M,130000,1,0,Graduate Degree,Management,1,3
23005,Luke,Sharma,1979-11-21,M,M,40000,0,0,High School,Skilled Manual,0,2
23006,Seth,Lee,1979-03-26,M,M,30000,0,0,Partial College,Skilled Manual,1,1
23007,Isaac,Sanchez,1979-11-04,S,M,30000,0,0,Partial College,Skilled Manual,1,1
23008,Sheena,She,1944-12-07,M,F,20000,4,0,High School,Skilled Manual,1,2
23009,Dalton,Thomas,1978-03-16,M,M,40000,0,0,High School,Skilled Manual,1,2
23010,Seth,Cook,1978-03-16,S,M,40000,0,0,Partial High School,Clerical,1,2
23011,Isaiah,Rivera,1978-04-01,M,M,30000,0,0,Partial College,Skilled Manual,1,1
23012,Mathew,Carlson,1946-09-24,M,M,20000,4,0,High School,Skilled Manual,1,2
23013,Louis,Yang,1946-04-11,M,M,20000,4,0,High School,Skilled Manual,0,2
23014,Cassandra,Mehta,1946-06-02,M,F,20000,4,0,High School,Skilled Manual,1,2
23015,Juan,Rivera,1971-02-08,M,M,70000,1,1,Graduate Degree,Skilled Manual,1,0
23016,Victoria,Powell,1971-02-02,M,F,70000,1,1,Graduate Degree,Skilled Manual,1,0
23017,Alison,Rai,1971-03-05,M,F,70000,1,1,Graduate Degree,Skilled Manual,1,0
23018,Richard,White,1971-03-03,M,M,70000,1,1,Graduate Degree,Skilled Manual,1,0
23019,Emma,Garcia,1971-04-14,M,F,60000,1,0,Graduate Degree,Skilled Manual,1,0
23020,Hannah,Jones,1963-04-22,M,F,90000,0,0,Partial College,Professional,1,1
23021,Stefanie,Mehta,1963-07-18,M,F,100000,0,2,Partial College,Professional,1,2
23022,Jocelyn,Bradley,1962-08-22,S,F,80000,5,4,Partial College,Professional,1,2
23023,Naomi,Vazquez,1962-11-12,M,F,90000,5,4,Partial College,Professional,1,3
23024,Emma,Davis,1962-02-14,M,F,100000,1,2,Partial College,Professional,1,3
23025,Richard,Richardson,1962-04-02,M,M,100000,1,2,Partial College,Professional,1,4
23026,Jessica,Rogers,1962-08-12,S,F,120000,1,3,Partial College,Professional,1,4
23027,Fernando,Griffin,1962-04-02,S,M,130000,1,2,Bachelors,Management,0,4
23028,Anna,Taylor,1962-02-12,M,F,130000,1,2,Bachelors,Management,1,4
23029,Ian,Ross,1961-04-16,M,M,80000,5,4,Partial College,Professional,1,3
23030,Aidan,Jenkins,1961-06-10,M,M,90000,4,3,High School,Professional,1,2
23031,Brooke,Morgan,1961-11-02,S,F,90000,4,3,High School,Professional,1,2
23032,Jesse,Parker,1961-03-12,M,M,130000,1,3,Bachelors,Management,1,3
23033,Alex,Turner,1961-04-21,M,M,130000,1,3,Bachelors,Management,1,3
23034,Melanie,Cooper,1961-08-11,S,F,130000,1,3,Bachelors,Management,0,3
23035,Maria,Howard,1961-09-11,M,F,130000,1,3,Bachelors,Management,1,3
23036,Caleb,Green,1961-03-03,S,M,130000,1,3,Bachelors,Management,0,3
23037,Lucas,Wood,1955-06-21,S,M,80000,2,0,Partial High School,Skilled Manual,1,2
23038,Sydney,Reed,1955-11-27,S,F,60000,2,0,High School,Professional,0,2
23039,Wyatt,Scott,1955-07-03,M,M,60000,2,0,High School,Professional,0,2
23040,Seth,Morgan,1955-03-15,M,M,60000,2,0,High School,Professional,0,2
23041,Natalie,Garcia,1955-10-27,S,F,70000,4,3,High School,Professional,1,0
23042,Riley,Blue,1955-06-26,S,F,70000,4,3,High School,Professional,1,0
23043,Katherine,Moore,1955-08-05,M,F,70000,4,3,High School,Professional,1,1
23044,Aidan,Patterson,1954-08-04,M,M,70000,2,0,Partial High School,Skilled Manual,1,2
23045,Gabriel,Patterson,1954-01-16,M,M,70000,2,0,Partial High School,Skilled Manual,0,2
23046,Pamela,Malhotra,1935-08-07,M,F,40000,3,0,Partial College,Professional,1,2
23047,Valerie,Xu,1935-10-02,M,F,70000,4,0,Graduate Degree,Management,1,2
23048,Isabella,Hughes,1936-10-26,M,F,40000,3,0,Partial College,Professional,1,2
23049,Gina,Moreno,1936-06-17,S,F,50000,2,0,Graduate Degree,Management,0,2
23050,Jack,Hall,1936-08-12,M,M,50000,2,0,Graduate Degree,Management,1,2
23051,Jesse,Green,1936-08-21,M,M,60000,2,0,Graduate Degree,Management,1,2
23052,Steven,Stewart,1936-05-16,M,M,130000,2,3,Graduate Degree,Management,1,3
23053,Anna,Bailey,1960-11-16,M,F,90000,4,3,High School,Professional,1,3
23054,David,Moore,1960-09-13,M,M,90000,4,3,High School,Professional,1,4
23055,Seth,Diaz,1960-08-08,M,M,100000,0,3,Partial College,Professional,1,0
23056,Alyssa,Perry,1960-05-14,M,F,120000,1,3,High School,Professional,1,4
23057,Caitlin,Richardson,1954-02-25,M,F,60000,2,0,Partial High School,Skilled Manual,0,2
23058,Michelle,Rivera,1953-09-15,S,F,70000,3,0,Graduate Degree,Management,1,2
23059,Spencer,Price,1953-08-11,M,M,70000,3,0,Graduate Degree,Management,1,2
23060,Isabella,Long,1952-06-06,M,F,40000,3,0,Partial College,Professional,1,2
23061,Jeremiah,Sanders,1952-12-26,M,M,40000,3,0,Partial College,Professional,1,2
23062,Natalie,Reed,1937-09-10,M,F,60000,3,0,Graduate Degree,Management,1,2
23063,Jennifer,Thompson,1937-04-16,M,F,60000,3,0,Graduate Degree,Management,1,2
23064,Alexander,Rodriguez,1937-05-17,S,M,60000,3,0,Graduate Degree,Management,1,2
23065,Derek,Nath,1937-05-21,M,M,60000,3,0,Graduate Degree,Management,1,2
23066,Austin,Lal,1937-02-14,M,M,60000,3,0,Graduate Degree,Management,1,2
23067,Kelli,Pal,1938-02-04,M,F,60000,3,0,Graduate Degree,Management,1,2
23068,Ryan,Shan,1939-08-12,M,M,60000,3,0,Graduate Degree,Management,1,2
23069,Anna,Gray,1940-10-28,M,F,70000,5,0,Graduate Degree,Management,1,2
23070,Natalie,Hall,1940-11-04,M,F,70000,5,0,Graduate Degree,Management,0,2
23071,Haley,Gonzales,1940-06-08,M,F,70000,5,0,Graduate Degree,Management,0,2
23072,Toni,Srini,1940-04-19,M,F,80000,4,0,Bachelors,Management,1,2
23073,Christian,Griffin,1940-10-18,M,M,80000,4,0,Bachelors,Management,1,2
23074,Megan,Flores,1941-06-15,S,F,50000,4,0,Bachelors,Management,0,2
23075,Rebekah,Sandberg,1941-04-19,M,F,60000,3,0,Graduate Degree,Management,1,2
23076,Adrian,Brooks,1941-03-09,M,M,60000,3,0,Graduate Degree,Management,1,2
23077,Marvin,Hernandez,1946-10-20,M,M,20000,4,0,High School,Skilled Manual,1,2
23078,Julio,Hernandez,1947-06-17,M,M,10000,2,1,Partial High School,Clerical,1,2
23079,Justine,Ryan,1947-11-11,S,F,30000,2,0,Partial College,Clerical,0,2
23080,Jocelyn,Barnes,1978-03-09,S,F,60000,0,0,Partial College,Skilled Manual,1,2
23081,Brandon,Powell,1978-04-03,M,M,70000,0,0,Partial College,Skilled Manual,1,2
23082,Jonathan,Williams,1978-06-04,M,M,70000,0,0,Partial College,Skilled Manual,1,2
23083,Samuel,Smith,1977-04-07,S,M,40000,0,0,Partial High School,Clerical,0,2
23084,Christian,Shan,1977-10-28,S,M,40000,0,0,Partial High School,Clerical,0,2
23085,Ross,Subram,1948-06-20,M,M,20000,2,1,High School,Skilled Manual,1,2
23086,Tracy,Lal,1948-09-09,M,F,20000,2,1,Partial High School,Clerical,1,2
23087,Clifford,Martinez,1948-12-08,M,M,20000,2,1,Partial High School,Clerical,1,2
23088,Wesley,Hu,1977-06-15,S,M,40000,0,0,Partial High School,Clerical,0,2
23089,Lucas,Walker,1977-11-22,M,M,40000,0,0,Partial College,Skilled Manual,1,1
23090,Christopher,Lee,1977-10-10,S,M,40000,0,0,Partial College,Skilled Manual,0,1
23091,Richard,Peterson,1977-02-06,S,M,60000,0,0,Partial College,Skilled Manual,0,2
23092,Gabrielle,Brooks,1977-10-24,S,F,70000,0,0,Partial College,Skilled Manual,0,2
23093,Nathan,Parker,1977-03-07,M,M,70000,0,0,Partial College,Skilled Manual,1,2
23094,Carolyn,Gill,1949-12-26,M,F,20000,2,1,Partial High School,Clerical,1,2
23095,Gerald,Patel,1950-11-22,M,M,20000,2,1,Partial High School,Clerical,1,2
23096,Ashlee,Chande,1950-05-26,M,F,20000,2,1,Partial High School,Clerical,1,2
23097,Tony,Natsuhara,1950-09-07,S,M,30000,3,0,Partial College,Clerical,0,2
23098,Pedro,Rubio,1950-01-16,S,M,30000,3,0,Partial College,Clerical,0,2
23099,Kristi,Suarez,1951-11-05,S,F,30000,3,0,High School,Skilled Manual,0,2
23100,Christy,Raje,1952-05-18,M,F,30000,3,0,High School,Skilled Manual,1,2
23101,Barbara,Lal,1952-12-18,M,F,30000,3,0,High School,Skilled Manual,1,2
23102,Barbara,Zeng,1952-07-06,M,F,30000,3,0,High School,Skilled Manual,1,2
23103,Dwayne,Moreno,1953-02-12,M,M,40000,2,0,Partial College,Skilled Manual,0,2
23104,Isabelle,Long,1953-12-07,M,F,40000,3,0,Partial College,Skilled Manual,1,2
23105,Karl,Andersen,1954-02-14,S,M,40000,3,0,Partial High School,Clerical,0,2
23106,Kathryn,Yuan,1954-09-17,M,F,70000,2,0,Partial College,Skilled Manual,1,2
23107,Michele,Kumar,1954-11-09,M,F,70000,2,0,Partial College,Skilled Manual,1,2
23108,Savannah,Wright,1975-12-19,S,F,40000,0,0,Partial College,Skilled Manual,1,2
23109,Lauren,Hughes,1975-12-01,S,F,40000,0,0,High School,Skilled Manual,1,2
23110,Mackenzie,Gonzalez,1975-09-26,S,F,60000,0,0,Partial College,Skilled Manual,0,2
23111,Sara,Wright,1975-01-17,S,F,60000,0,0,Partial College,Skilled Manual,0,2
23112,James,Butler,1974-12-01,S,M,50000,0,0,High School,Skilled Manual,0,2
23113,Elijah,Powell,1973-10-09,S,M,60000,0,0,Partial College,Skilled Manual,1,2
23114,Caroline,Washington,1973-10-18,S,F,60000,0,0,Partial College,Skilled Manual,0,2
23115,Stephanie,Nicholls,1976-07-17,S,F,60000,0,0,Partial College,Professional,1,2
23116,Jerome,Vazquez,1955-03-22,S,M,80000,2,0,High School,Skilled Manual,0,2
23117,Bruce,Sanz,1955-02-25,M,M,80000,2,0,High School,Skilled Manual,1,2
23118,Monique,Moreno,1956-02-10,M,F,80000,2,0,High School,Skilled Manual,1,2
23119,Gilbert,Zhao,1957-03-11,S,M,70000,2,0,High School,Professional,1,2
23120,Javier,Browning,1957-12-15,S,M,70000,2,0,High School,Professional,0,2
23121,Danny,Ramos,1957-03-07,M,M,70000,2,0,High School,Professional,1,2
23122,Colleen,Zhou,1959-07-24,S,F,110000,4,1,Bachelors,Management,0,4
23123,Zoe,Kelly,1959-09-02,S,F,110000,4,1,Bachelors,Management,0,4
23124,Cameron,Wang,1973-01-15,S,M,80000,0,0,Bachelors,Management,0,1
23125,Madeline,Scott,1973-11-21,S,F,80000,0,0,Bachelors,Management,0,1
23126,Carolyn,Van,1974-06-07,M,F,60000,0,0,Partial College,Professional,0,2
23127,Haley,Hughes,1974-09-09,M,F,60000,0,0,High School,Professional,0,2
23128,Dylan,Jai,1959-11-27,M,M,110000,1,2,Bachelors,Management,1,0
23129,Misty,Ashe,1959-10-04,M,F,120000,4,2,Bachelors,Management,1,1
23130,Lauren,Russell,1966-07-08,S,F,120000,2,2,Bachelors,Management,0,4
23131,Caitlin,Peterson,1957-02-02,M,F,70000,2,0,Partial High School,Skilled Manual,1,2
23132,Anthony,Lee,1957-09-11,M,M,70000,2,0,Partial High School,Skilled Manual,0,2
23133,Alexis,White,1957-12-11,M,F,60000,2,0,High School,Professional,1,2
23134,Alyssa,Robinson,1957-04-01,M,F,60000,2,0,High School,Professional,1,2
23135,Dylan,Clark,1957-03-03,M,M,70000,3,2,Partial College,Professional,1,0
23136,Stephanie,Peterson,1957-04-21,S,F,80000,2,1,Bachelors,Management,0,0
23137,Chloe,Sanders,1957-10-23,M,F,80000,2,1,Bachelors,Management,0,1
23138,Angela,Peterson,1957-08-26,S,F,90000,2,0,Partial College,Professional,0,1
23139,Christian,Yang,1956-06-16,S,M,60000,2,0,High School,Professional,0,2
23140,Tyler,Lee,1956-08-21,M,M,60000,2,0,High School,Professional,1,2
23141,Katherine,Long,1956-10-05,M,F,70000,3,0,Partial College,Professional,1,2
23142,Cara,Wu,1956-07-01,S,F,70000,3,0,Partial College,Professional,0,2
23143,Jada,Phillips,1972-03-25,M,F,50000,1,1,Bachelors,Skilled Manual,1,0
23144,Zachary,Alexander,1972-05-02,M,M,50000,1,1,Bachelors,Skilled Manual,1,0
23145,Nichole,Xie,1972-09-24,M,F,60000,1,0,Graduate Degree,Professional,1,0
23146,Sarah,Clark,1972-08-18,S,F,70000,2,0,Graduate Degree,Professional,1,0
23147,Wyatt,Smith,1970-01-09,M,M,40000,1,1,Bachelors,Skilled Manual,1,1
23148,Nathan,Ross,1970-07-27,M,M,40000,1,1,Bachelors,Skilled Manual,1,1
23149,Brandi,Rubio,1970-12-27,M,F,40000,1,1,Bachelors,Skilled Manual,1,1
23150,Gabriella,Allen,1970-06-21,M,F,40000,1,1,Bachelors,Skilled Manual,1,1
23151,Michael,Brown,1970-07-08,M,M,40000,1,1,Bachelors,Skilled Manual,1,1
23152,Michelle,Howard,1970-03-05,M,F,40000,1,1,Bachelors,Skilled Manual,1,1
23153,Jenna,Hill,1969-02-15,M,F,50000,1,1,Bachelors,Skilled Manual,1,1
23154,Connor,Phillips,1969-09-27,M,M,50000,2,2,Bachelors,Skilled Manual,1,0
23155,Victoria,Hall,1969-05-04,M,F,50000,2,2,Bachelors,Skilled Manual,1,0
23156,Samantha,Barnes,1969-06-07,M,F,60000,1,0,Graduate Degree,Professional,1,0
23157,Valerie,Gao,1971-05-11,M,F,60000,1,0,Graduate Degree,Professional,1,0
23158,Ana,Patterson,1971-08-11,M,F,60000,1,0,Graduate Degree,Professional,0,0
23159,Dalton,Phillips,1971-01-02,M,M,70000,2,0,Graduate Degree,Professional,1,0
23160,Aimee,Huang,1971-01-13,M,F,70000,2,0,Graduate Degree,Professional,1,0
23161,Samuel,Scott,1971-05-11,M,M,70000,3,0,Graduate Degree,Professional,1,0
23162,Sarah,Flores,1971-09-06,S,F,70000,3,0,Graduate Degree,Professional,1,0
23163,Madison,Ross,1971-07-23,M,F,80000,1,0,Graduate Degree,Professional,1,0
23164,Kyle,Bryant,1969-12-04,S,M,60000,1,0,Graduate Degree,Professional,0,0
23165,Natalie,Mitchell,1969-04-04,M,F,60000,1,0,Graduate Degree,Professional,1,0
23166,Cody,Ward,1968-01-09,S,M,40000,4,4,High School,Skilled Manual,1,3
23167,Hailey,Jenkins,1968-07-06,S,F,70000,2,2,Bachelors,Skilled Manual,1,0
23168,Mya,Hayes,1968-03-16,M,F,70000,2,2,Bachelors,Skilled Manual,1,1
23169,Corey,Andersen,1968-05-07,S,M,70000,2,2,Bachelors,Skilled Manual,1,1
23170,Aaron,Jai,1968-09-14,S,M,70000,2,2,Bachelors,Skilled Manual,0,1
23171,Ethan,Griffin,1967-12-28,M,M,40000,0,0,Bachelors,Professional,0,1
23172,Alexandra,Thomas,1970-09-03,M,F,60000,1,0,Graduate Degree,Professional,1,0
23173,Nathan,Rodriguez,1970-09-11,S,M,60000,2,0,Graduate Degree,Professional,0,0
23174,Gloria,Gonzales,1970-04-13,S,F,70000,4,0,Graduate Degree,Professional,0,0
23175,Melanie,Flores,1970-12-13,M,F,80000,1,0,Graduate Degree,Professional,1,0
23176,Jesse,Ward,1967-05-02,M,M,50000,2,2,Bachelors,Skilled Manual,1,1
23177,Savannah,Richardson,1967-06-08,S,F,50000,2,2,Bachelors,Skilled Manual,0,1
23178,Dalton,Morris,1967-06-23,S,M,50000,2,2,Bachelors,Skilled Manual,0,1
23179,Jordan,Phillips,1966-02-22,M,M,60000,2,2,Bachelors,Skilled Manual,1,1
23180,Olivia,Cook,1966-06-04,S,F,60000,0,0,Graduate Degree,Professional,0,0
23181,Evan,Evans,1966-09-13,S,M,60000,0,0,Graduate Degree,Professional,1,0
23182,Savannah,Rivera,1966-08-26,M,F,60000,0,0,Graduate Degree,Professional,0,0
23183,Megan,Davis,1966-10-16,S,F,60000,0,0,Graduate Degree,Professional,1,0
